"Time","Pyranometre_Est_Wm.mean","Pyranometre_Nord_Wm.mean","Pyranometre_Ouest_Wm.mean","Pyranometre_Sud_Wm.mean"
"2019-04-22-15",61.392,50.5065,236.67675,172.68425
"2019-04-22-16",46.73325,27.13925,108.5895,81.228
"2019-04-22-17",26.83775,12.171,48.52275,40.5015
"2019-04-22-18",9.94575,2.12625,10.13975,5.423
"2019-04-22-19",3.894,0,2.97075,1.08875
"2019-04-22-20",2.2365,0.094,1.0395,0.091
"2019-04-22-21",3.43375,0,0.047,0.047
"2019-04-22-22",2.6535,0,0,0
"2019-04-22-23",2.5925,0,0,0
"2019-04-23-00",2.2745,0,0.047,0
"2019-04-23-01",1.1725,0,0.047,0
"2019-04-23-02",0.2975,0,0,0
"2019-04-23-03",0.2235,0,0,0
"2019-04-23-04",0.96325,0,0.047,0
"2019-04-23-05",0.421,0,0,0
"2019-04-23-06",0.047,0,0,0
"2019-04-23-07",1.2925,0,0.38175,0.1285
"2019-04-23-08",5.15775,0.5495,6.00575,3.61075
"2019-04-23-09",52.02125,10.083,33.699,39.77325
"2019-04-23-10",78.73725,17.67075,54.754,76.49825
"2019-04-23-11",108.384,31.52275,51.873,192.74575
"2019-04-23-12",68.3135,44.258,66.9335,459.9725
"2019-04-23-13",62.4875,47.07775,83.8355,543.68925
"2019-04-23-14",52.59925,37.70925,98.86,253.94
"2019-04-23-15",29.3915,8.5675,30.813,37.89475
"2019-04-23-16",36.1005,17.84925,87.6305,66.151
"2019-04-23-17",20.83775,11.45575,63.057,41.20725
"2019-04-23-18",28.76,28.7405,245.557,50.796
"2019-04-23-19",12.18925,11.18375,94.904,15.5695
"2019-04-23-20",1.9465,0,0.7865,0.047
"2019-04-23-21",2.1865,0,0,0
"2019-04-23-22",1.692,0,0.047,0
"2019-04-23-23",1.774,0,0.138,0
"2019-04-24-00",2.3455,0,0.047,0
"2019-04-24-01",2.06525,0,0,0
"2019-04-24-02",1.57575,0,0,0
"2019-04-24-03",0.31425,0,0,0
"2019-04-24-04",0.047,0,0,0
"2019-04-24-05",0,0,0,0
"2019-04-24-06",0,0,0,0
"2019-04-24-07",47.91975,1.2065,3.0085,1.722
"2019-04-24-08",29.71825,4.18625,11.04,13.857
"2019-04-24-09",36.23625,8.10275,27.29925,31.1855
"2019-04-24-10",19.77125,7.122,22.5665,26.806
"2019-04-24-11",10.0365,2.79125,6.0115,11.639
"2019-04-24-12",12.3375,2.75375,9.80875,15.58425
"2019-04-24-13",5.62275,1.487,10.28075,11.14275
"2019-04-24-14",0,0,0,0
"2019-04-24-15",17.419,13.852,123.5985,42.446
"2019-04-24-16",23.62625,36.248,542.9145,51.52
"2019-04-24-17",14.20825,24.639,350.0265,27.35475
"2019-04-24-18",11.73575,16.499,271.30575,19.94675
"2019-04-24-19",7.1725,10.0275,122.9885,8.98475
"2019-04-24-20",0.283,0,0.091,0
"2019-04-24-21",0.091,0,0,0
"2019-04-24-22",0,0,0,0
"2019-04-24-23",0.047,0,0,0
"2019-04-25-00",0,0,0,0
"2019-04-25-01",0,0,0,0
"2019-04-25-02",0,0,0,0
"2019-04-25-03",0,0,0,0
"2019-04-25-04",0,0,0,0
"2019-04-25-05",0,0,0,0
"2019-04-25-06",0.047,0,0,0
"2019-04-25-07",119.21275,1.15025,1.253,0.461
"2019-04-25-08",154.27425,11.199,6.737,7.787
"2019-04-25-09",139.898,22.9825,27.497,43.77825
"2019-04-25-10",295.025,31.18875,35.81125,80.17375
"2019-04-25-11",141.66525,46.66175,53.6775,183.45425
"2019-04-25-12",98.3695,53.088,74.21475,370.46425
"2019-04-25-13",68.71675,39.40125,82.898,197.00275
"2019-04-25-14",31.43575,21.8775,78.9615,90.85475
"2019-04-25-15",35.6665,34.9025,159.22725,108.1985
"2019-04-25-16",56.0105,47.50425,394.55,89.19575
"2019-04-25-17",27.2465,25.462,150.779,34.5995
"2019-04-25-18",23.3105,22.404,212.7915,21.15575
"2019-04-25-19",4.06625,1.00675,6.0525,1.0225
"2019-04-25-20",0.68625,0,0,0
"2019-04-25-21",0.422,0,0,0
"2019-04-25-22",0,0,0,0
"2019-04-25-23",0,0,0,0
"2019-04-26-00",0,0,0,0
"2019-04-26-01",0,0,0,0
"2019-04-26-02",0,0,0,0
"2019-04-26-03",0,0,0,0
"2019-04-26-04",0,0,0,0
"2019-04-26-05",0,0,0,0
"2019-04-26-06",0,0,0,0
"2019-04-26-07",1.43475,0,0,0
"2019-04-26-08",49.5205,3.35875,0.7805,0
"2019-04-26-09",109.16575,5.29075,4.60625,1.293
"2019-04-26-10",213.213,19.064,13.8025,24.26775
"2019-04-26-11",116.028,22.0905,35.618,110.77475
"2019-04-26-12",56.91325,39.17325,59.18475,243.5155
"2019-04-26-13",32.091,11.5435,43.02375,85.98525
"2019-04-26-14",48.71925,29.099,94.2025,121.811
"2019-04-26-15",37.7845,22.0895,122.17325,80.322
"2019-04-26-16",28.73675,10.74225,56.0205,36.3375
"2019-04-26-17",16.1445,7.1135,48.002,24.497
"2019-04-26-18",2.97725,7.56675,83.5975,18.63125
"2019-04-26-19",3.3405,5.93925,36.37425,9.431
"2019-04-26-20",0,0,0,0
"2019-04-26-21",0,0,0,0
"2019-04-26-22",0,0,0,0
"2019-04-26-23",0,0,0,0
"2019-04-27-00",0,0,0,0
"2019-04-27-01",0,0,0,0
"2019-04-27-02",0,0,0,0
"2019-04-27-03",0,0,0,0
"2019-04-27-04",0,0,0,0
"2019-04-27-05",0,0,0,0
"2019-04-27-06",0,0,0,0
"2019-04-27-07",0,0,0,0
"2019-04-27-08",4.3735,0,3.3835,3.16625
"2019-04-27-09",39.32975,7.238,29.22175,42.33375
"2019-04-27-10",115.7285,20.00775,42.26475,100.14375
"2019-04-27-11",122.00625,40.84575,79.66175,174.15575
"2019-04-27-12",84.507,39.744,92.10475,213.8535
"2019-04-27-13",68.8255,58.532,111.994,187.91925
"2019-04-27-14",66.38025,39.6935,116.8565,146.43775
"2019-04-27-15",48.9365,31.93975,201.8725,105.62275
"2019-04-27-16",39.7025,20.188,112.51925,82.245
"2019-04-27-17",7.622,1.77225,9.7165,12.9165
"2019-04-27-18",0.98825,0,0.9945,0.53325
"2019-04-27-19",0,0,0,0
"2019-04-27-20",0,0,0,0
"2019-04-27-21",0,0,0,0
"2019-04-27-22",0,0,0,0
"2019-04-27-23",0,0,0,0
"2019-04-28-00",0,0,0,0
"2019-04-28-01",0,0,0,0
"2019-04-28-02",0,0,0,0
"2019-04-28-03",0,0,0,0
"2019-04-28-04",0,0,0,0
"2019-04-28-05",0,0,0,0
"2019-04-28-06",0,0,0,0
"2019-04-28-07",0.047,0,0,0
"2019-04-28-08",2.4485,0,1.4465,2.07675
"2019-04-28-09",44.09875,5.61225,21.1995,28.906
"2019-04-28-10",15.2495,3.19525,33.77275,27.83125
"2019-04-28-11",44.7535,19.8665,42.29775,69.023
"2019-04-28-12",44.3115,26.843,55.695,76.55075
"2019-04-28-13",52.25125,28.17075,90.5955,148.7895
"2019-04-28-14",12.595,2.093,10.698,21.282
"2019-04-28-15",5.17725,2.39,37.47875,11.5465
"2019-04-28-16",8.053,4.95975,43.08625,20.87375
"2019-04-28-17",4.4135,0.86125,14.30725,13.429
"2019-04-28-18",4.897,1.294,39.5145,10.51975
"2019-04-28-19",0.79025,0,5.77975,2.65075
"2019-04-28-20",0,0,0,0
"2019-04-28-21",0,0,0,0
"2019-04-28-22",0,0,0,0
"2019-04-28-23",0,0,0,0
"2019-04-29-00",0,0,0,0
"2019-04-29-01",0,0,0,0
"2019-04-29-02",0,0,0,0
"2019-04-29-03",0,0,0,0
"2019-04-29-04",0,0,0,0
"2019-04-29-05",0,0,0,0
"2019-04-29-06",0,0,0,0
"2019-04-29-07",0.409,0,0.091,0
"2019-04-29-08",129.9325,11.052,12.12575,14.9655
"2019-04-29-09",81.9925,11.8955,43.37325,48.3885
"2019-04-29-10",40.33825,6.1285,35.544,52.299
"2019-04-29-11",53.3755,30.3495,74.502,96.55725
"2019-04-29-12",62.3755,59.806,107.1255,129.71875
"2019-04-29-13",43.3045,46.4555,102.944,116.2925
"2019-04-29-14",34.00425,28.19825,96.61825,101.5255
"2019-04-29-15",43.5305,26.436,132.76225,99.37025
"2019-04-29-16",23.80825,28.11925,274.58375,81.8595
"2019-04-29-17",9.99875,15.25675,192.60675,36.0625
"2019-04-29-18",6.2595,4.58775,56.029,14.0135
"2019-04-29-19",1.067,0,8.961,1.86625
"2019-04-29-20",0,0,0,0
"2019-04-29-21",0,0,0,0
"2019-04-29-22",0,0,0,0
"2019-04-29-23",0,0,0,0
"2019-04-30-00",0,0,0,0
"2019-04-30-01",0,0,0,0
"2019-04-30-02",0,0,0,0
"2019-04-30-03",0,0,0,0
"2019-04-30-04",0,0,0,0
"2019-04-30-05",0,0,0,0
"2019-04-30-06",0,0,0,0
"2019-04-30-07",134.556,0.091,0,0
"2019-04-30-08",189.4595,5.643,1.87625,0.361
"2019-04-30-09",122.7455,8.23725,5.37525,5.5505
"2019-04-30-10",222.347,22.5165,18.136,32.103
"2019-04-30-11",90.711,34.11175,31.7205,54.78675
"2019-04-30-12",55.48875,40.9345,47.49925,72.427
"2019-04-30-13",51.9385,49.447,66.47075,87.77675
"2019-04-30-14",40.257,48.927,101.45575,98.55275
"2019-04-30-15",39.83525,55.248,308.9285,95.15825
"2019-04-30-16",37.54275,55.86325,636.2245,76.3435
"2019-04-30-17",21.6665,20.68875,221.50475,51.88175
"2019-04-30-18",17.635,21.376,238.17975,42.653
"2019-04-30-19",6.23275,24.7425,46.74075,5.5615
"2019-04-30-20",0.4055,0,1.116,0.158
"2019-04-30-21",0.08825,0,0,0
"2019-04-30-22",0,0,0,0
"2019-04-30-23",0,0,0,0
"2019-05-01-00",0,0,0,0
"2019-05-01-01",0,0,0,0
"2019-05-01-02",0,0,0,0
"2019-05-01-03",0,0,0,0
"2019-05-01-04",0,0,0,0
"2019-05-01-05",0,0,0,0
"2019-05-01-06",0,0,0,0
"2019-05-01-07",3.311,0,0.51325,0.9335
"2019-05-01-08",85.0945,9.74075,7.30675,8.30525
"2019-05-01-09",129.2455,12.98925,7.431,11.416
"2019-05-01-10",221.43675,25.58825,25.5165,43.1345
"2019-05-01-11",91.2965,34.8205,32.999,64.69225
"2019-05-01-12",56.966,41.85675,46.93325,71.51175
"2019-05-01-13",48.1105,45.37025,59.621,75.344
"2019-05-01-14",40.42275,50.3065,67.5215,75.48075
"2019-05-01-15",36.97,50.48225,366.0845,69.54425
"2019-05-01-16",32.913,47.07925,652.22825,60.5825
"2019-05-01-17",28.17125,43.124,582.8215,48.594
"2019-05-01-18",26.09625,39.39975,473.6045,63.1975
"2019-05-01-19",13.149,48.9005,159.13275,11.528
"2019-05-01-20",1.4445,2.30525,3.14025,0.16675
"2019-05-01-21",0.712,0,0,0
"2019-05-01-22",0.091,0,0,0
"2019-05-01-23",0,0,0,0
"2019-05-02-00",0,0,0,0
"2019-05-02-01",0,0,0,0
"2019-05-02-02",0,0,0,0
"2019-05-02-03",0,0,0,0
"2019-05-02-04",0,0,0,0
"2019-05-02-05",0,0,0,0
"2019-05-02-06",0,0,0,0
"2019-05-02-07",3.243,0,0.5985,0.76425
"2019-05-02-08",6.28025,0.047,1.5655,0.51
"2019-05-02-09",27.04975,4.43925,17.19225,20.17125
"2019-05-02-10",210.10475,34.13325,63.52375,93.663
"2019-05-02-11",50.3005,15.9605,48.00725,68.22925
"2019-05-02-12",56.109,28.80425,63.1315,108.64025
"2019-05-02-13",20.49525,8.62975,46.519,61.071
"2019-05-02-14",21.02475,11.25625,42.47625,44.76175
"2019-05-02-15",12.83625,9.76675,63.9025,32.468
"2019-05-02-16",30.2875,37.65125,316.58925,68.27075
"2019-05-02-17",6.2565,3.287,28.71625,11.286
"2019-05-02-18",3.03175,1.516,13.4375,4.808
"2019-05-02-19",0,0,0,0
"2019-05-02-20",0,0,0,0
"2019-05-02-21",0,0,0,0
"2019-05-02-22",0,0,0,0
"2019-05-02-23",0,0,0,0
"2019-05-03-00",0,0,0,0
"2019-05-03-01",0,0,0,0
"2019-05-03-02",0,0,0,0
"2019-05-03-03",0,0,0,0
"2019-05-03-04",0,0,0,0
"2019-05-03-05",0,0,0,0
"2019-05-03-06",0,0,0,0
"2019-05-03-07",0.9445,0,0.79,0.71025
"2019-05-03-08",12.0375,1.69,6.5375,12.653
"2019-05-03-09",37.08525,7.1585,31.95375,36.61175
"2019-05-03-10",116.1495,21.3975,64.781,81.1075
"2019-05-03-11",66.132,12.13675,40.37475,78.28675
"2019-05-03-12",73.16075,40.61075,81.345,111.967
"2019-05-03-13",52.90525,34.2255,100.33625,129.17825
"2019-05-03-14",27.1105,23.8515,96.73325,85.87775
"2019-05-03-15",19.303,14.429,81.0525,68.0165
"2019-05-03-16",14.38425,4.916,40.61225,36.03975
"2019-05-03-17",3.18575,0.047,4.22675,1.21575
"2019-05-03-18",1.672,0,0,0.4085
"2019-05-03-19",0,0,0,0
"2019-05-03-20",0,0,0,0
"2019-05-03-21",0,0,0,0
"2019-05-03-22",0,0,0,0
"2019-05-03-23",0,0,0,0
"2019-05-04-00",0,0,0,0
"2019-05-04-01",0,0,0,0
"2019-05-04-02",0,0,0,0
"2019-05-04-03",0,0,0,0
"2019-05-04-04",0,0,0,0
"2019-05-04-05",0,0,0,0
"2019-05-04-06",0,0,0,0
"2019-05-04-07",124.4435,0.7425,0.781,0.87525
"2019-05-04-08",109.109,9.302,5.20625,2.80875
"2019-05-04-09",141.90425,15.1425,9.1955,9.5865
"2019-05-04-10",168.201,29.284,38.584,59.511
"2019-05-04-11",49.203,20.6265,46.31725,65.10475
"2019-05-04-12",79.87125,45.01825,90.57575,128.777
"2019-05-04-13",16.589,13.89075,75.602,60.4165
"2019-05-04-14",58.6395,47.22425,123.73125,139.89675
"2019-05-04-15",14.8545,5.43075,23.4915,34.1895
"2019-05-04-16",7.071,7.6935,82.73525,17.3805
"2019-05-04-17",19.71475,16.988,160.90225,43.92925
"2019-05-04-18",1.06175,0.16225,7.3035,4.803
"2019-05-04-19",1.9035,1.356,20.5425,2.48075
"2019-05-04-20",0,0,0,0
"2019-05-04-21",0,0,0,0
"2019-05-04-22",0,0,0,0
"2019-05-04-23",0,0,0,0
"2019-05-05-00",0,0,0,0
"2019-05-05-01",0,0,0,0
"2019-05-05-02",0,0,0,0
"2019-05-05-03",0,0,0,0
"2019-05-05-04",0,0,0,0
"2019-05-05-05",0,0,0,0
"2019-05-05-06",0,0,0,0
"2019-05-05-07",0.047,0,0,0
"2019-05-05-08",0,0,1.90575,0
"2019-05-05-09",1.25825,0.08825,9.4925,2.13925
"2019-05-05-10",3.44475,1.1815,25.9025,5.541
"2019-05-05-11",4.65725,3.24975,35.2825,9.7295
"2019-05-05-12",22.825,15.1295,63.80775,60.47
"2019-05-05-13",30.77425,23.8305,82.85125,95.7465
"2019-05-05-14",24.07275,19.461,82.73775,81.9175
"2019-05-05-15",18.6925,7.90175,75.83825,40.79975
"2019-05-05-16",30.21825,37.31825,381.89025,64.20725
"2019-05-05-17",27.4215,38.273,458.76525,52.257
"2019-05-05-18",6.7675,5.2505,56.22,8.984
"2019-05-05-19",4.64075,4.505,73.38725,4.31075
"2019-05-05-20",0.091,0,0,0
"2019-05-05-21",0,0,0,0
"2019-05-05-22",0,0,0,0
"2019-05-05-23",0,0,0,0
"2019-05-06-00",0,0,0,0
"2019-05-06-01",0,0,0,0
"2019-05-06-02",0,0,0,0
"2019-05-06-03",0,0,0,0
"2019-05-06-04",0,0,0,0
"2019-05-06-05",0,0,0,0
"2019-05-06-06",0,0,0,0
"2019-05-06-07",142.2705,0.158,0,0
"2019-05-06-08",194.963,9.976,3.19075,0.44775
"2019-05-06-09",114.00175,17.3295,11.0735,5.45925
"2019-05-06-10",241.08075,35.40025,43.4685,35.8865
"2019-05-06-11",59.85475,36.953,61.10975,77.53875
"2019-05-06-12",40.43775,26.73175,70.43825,110.3775
"2019-05-06-13",55.32875,47.61225,95.0075,113.83225
"2019-05-06-14",45.314,57.66275,118.16175,101.25875
"2019-05-06-15",27.6495,55.35725,388.08175,72.09075
"2019-05-06-16",17.36325,47.181,713.48575,43.895
"2019-05-06-17",12.569,40.60725,648.894,32.77725
"2019-05-06-18",9.74575,31.7785,529.80025,26.68
"2019-05-06-19",6.96325,66.42275,232.77,4.9405
"2019-05-06-20",1.6945,3.6865,4.032,0
"2019-05-06-21",0,0,0,0
"2019-05-06-22",0,0,0,0
"2019-05-06-23",0,0,0,0
"2019-05-07-00",0,0,0,0
"2019-05-07-01",0,0,0,0
"2019-05-07-02",0,0,0,0
"2019-05-07-03",0,0,0,0
"2019-05-07-04",0,0,0,0
"2019-05-07-05",0,0,0,0
"2019-05-07-06",0,0,0,0
"2019-05-07-07",68.414,0,0.673,0
"2019-05-07-08",176.49675,8.05125,2.72825,2.6465
"2019-05-07-09",96.66725,14.1565,5.554,4.98425
"2019-05-07-10",257.9565,26.632,23.09075,34.06125
"2019-05-07-11",71.475,35.40925,37.30225,71.59225
"2019-05-07-12",53.17725,39.23525,45.1275,75.398
"2019-05-07-13",51.4475,49.50625,80.09,101.6075
"2019-05-07-14",58.51475,53.34625,128.013,152.1355
"2019-05-07-15",52.2745,56.31475,282.20175,135.77875
"2019-05-07-16",44.66675,48.394,377.12025,105.1635
"2019-05-07-17",37.77775,49.439,475.51625,66.0355
"2019-05-07-18",27.965,39.16225,348.41875,42.632
"2019-05-07-19",4.12925,1.61,17.03325,3.451
"2019-05-07-20",0.71675,0,0,0
"2019-05-07-21",2.02525,0,0.047,0
"2019-05-07-22",0.5945,0,0,0
"2019-05-07-23",0.08825,0,0,0
"2019-05-08-00",0,0,0,0
"2019-05-08-01",0,0,0,0
"2019-05-08-02",0,0,0,0
"2019-05-08-03",0,0,0,0
"2019-05-08-04",0,0,0,0
"2019-05-08-05",0,0,0,0
"2019-05-08-06",0,0,0,0
"2019-05-08-07",0.047,0,0,0
"2019-05-08-08",0.575,0,0.6,0
"2019-05-08-09",0.094,0,0,0
"2019-05-08-10",0.742,0,0,0.047
"2019-05-08-11",0.375,0,0,0
"2019-05-08-12",1.263,0,1.51175,2.372
"2019-05-08-13",3.54775,0.52625,23.83925,20.3825
"2019-05-08-14",2.04925,0,7.74875,14.61475
"2019-05-08-15",5.46675,1.842,24.3675,21.02275
"2019-05-08-16",9.55975,4.20725,39.1275,34.553
"2019-05-08-17",4.8335,1.19525,8.02475,10.117
"2019-05-08-18",0,0,0,0
"2019-05-08-19",0,0,0,0
"2019-05-08-20",0,0,0,0
"2019-05-08-21",0,0,0,0
"2019-05-08-22",0,0,0,0
"2019-05-08-23",0,0,0,0
"2019-05-09-00",0,0,0,0
"2019-05-09-01",0,0,0,0
"2019-05-09-02",0,0,0,0
"2019-05-09-03",0,0,0,0
"2019-05-09-04",0,0,0,0
"2019-05-09-05",0,0,0,0
"2019-05-09-06",0,0,0,0
"2019-05-09-07",0,0,0,0
"2019-05-09-08",0.30675,0,0,0.388
"2019-05-09-09",0.2625,0,0,0.091
"2019-05-09-10",0,0,0,0
"2019-05-09-11",2.9295,0.25625,6.3795,8.25175
"2019-05-09-12",28.602,10.1315,49.0445,82.04775
"2019-05-09-13",67.5625,40.7835,107.5205,137.007
"2019-05-09-14",41.14025,23.7775,73.33475,83.8255
"2019-05-09-15",39.75125,30.59775,214.711,94.64725
"2019-05-09-16",21.20925,15.907,104.58425,52.5845
"2019-05-09-17",4.94575,0.125,12.39725,15.947
"2019-05-09-18",6.403,4.006,25.8485,11.07075
"2019-05-09-19",3.28425,5.526,48.1175,4.4445
"2019-05-09-20",0,0,0.524,0
"2019-05-09-21",0,0,0,0
"2019-05-09-22",0,0,0,0
"2019-05-09-23",0,0,0,0
"2019-05-10-00",0,0,0,0
"2019-05-10-01",0,0,0,0
"2019-05-10-02",0,0,0,0
"2019-05-10-03",0,0,0,0
"2019-05-10-04",0,0,0,0
"2019-05-10-05",0,0,0,0
"2019-05-10-06",0,0,0,0
"2019-05-10-07",141.59975,3.11725,3.2475,4.59975
"2019-05-10-08",197.33625,12.02275,11.57725,12.809
"2019-05-10-09",67.62625,17.2775,37.41775,35.03
"2019-05-10-10",272.446,30.2905,34.4355,41.6955
"2019-05-10-11",66.25825,37.1635,33.06875,50.30475
"2019-05-10-12",52.61925,43.1515,47.3175,62.86775
"2019-05-10-13",48.15325,47.512,63.22075,78.3595
"2019-05-10-14",68.7975,50.25575,168.64325,195.1845
"2019-05-10-15",61.32225,52.5595,320.50625,153.01025
"2019-05-10-16",41.861,33.2815,236.56475,99.4655
"2019-05-10-17",15.362,4.90775,40.5495,31.03325
"2019-05-10-18",20.09125,17.827,115.046,37.901
"2019-05-10-19",12.914,12.1545,97.52975,18.44525
"2019-05-10-20",0.921,0,1.73975,0.375
"2019-05-10-21",1.82525,0,0.094,0
"2019-05-10-22",0.349,0,0,0
"2019-05-10-23",0,0,0,0
"2019-05-11-00",0,0,0,0
"2019-05-11-01",0,0,0,0
"2019-05-11-02",0,0,0,0
"2019-05-11-03",0,0,0,0
"2019-05-11-04",0,0,0,0
"2019-05-11-05",0,0,0,0
"2019-05-11-06",0,0,0,0
"2019-05-11-07",0.094,0,0,0
"2019-05-11-08",1.7435,0,0.60625,0.25625
"2019-05-11-09",13.7405,3.42525,17.795,9.974
"2019-05-11-10",62.55625,14.642,45.69475,32.32625
"2019-05-11-11",68.91525,29.466,68.143,82.45675
"2019-05-11-12",67.776,27.59225,74.571,102.296
"2019-05-11-13",35.646,19.14875,51.74025,79.934
"2019-05-11-14",21.6765,16.121,45.642,47.256
"2019-05-11-15",39.97925,51.1795,202.42475,77.62025
"2019-05-11-16",2.53125,0.595,5.164,1.82325
"2019-05-11-17",0.0485,0,2.827,0.1285
"2019-05-11-18",3.27525,2.14325,18.92475,6.09825
"2019-05-11-19",2.7815,1.714,25.86425,3.509
"2019-05-11-20",0,0,0,0
"2019-05-11-21",0,0,0,0
"2019-05-11-22",0,0,0,0
"2019-05-11-23",0,0,0,0
"2019-05-12-00",0,0,0,0
"2019-05-12-01",0,0,0,0
"2019-05-12-02",0,0,0,0
"2019-05-12-03",0,0,0,0
"2019-05-12-04",0,0,0,0
"2019-05-12-05",0,0,0,0
"2019-05-12-06",0,0,0,0
"2019-05-12-07",1.7735,0,0,0
"2019-05-12-08",47.01925,7.35875,10.77275,11.779
"2019-05-12-09",128.937,28.95925,42.8495,49.451
"2019-05-12-10",121.58325,23.0715,54.11775,51.65775
"2019-05-12-11",36.681,11.42325,47.281,39.08475
"2019-05-12-12",39.11525,20.645,64.70025,76.36675
"2019-05-12-13",46.23075,32.27925,70.3415,95.5805
"2019-05-12-14",63.426,63.237,111.981,118.43575
"2019-05-12-15",51.534,62.55125,313.608,98.67
"2019-05-12-16",25.784,40.74725,512.8325,56.7115
"2019-05-12-17",39.936,57.32425,668.707,74.2875
"2019-05-12-18",25.93475,36.55525,449.318,56.425
"2019-05-12-19",13.5575,77.33475,210.6825,13.65175
"2019-05-12-20",4.667,9.9385,13.8435,0.33825
"2019-05-12-21",0,0,0,0
"2019-05-12-22",0,0,0,0
"2019-05-12-23",0,0,0,0
"2019-05-13-00",0,0,0,0
"2019-05-13-01",0,0,0,0
"2019-05-13-02",0,0,0,0
"2019-05-13-03",0,0,0,0
"2019-05-13-04",0,0,0,0
"2019-05-13-05",0,0,0,0
"2019-05-13-06",0,0,0,0
"2019-05-13-07",148.25125,0.5455,0.931,0.24425
"2019-05-13-08",248.4845,17.45775,18.96675,9.30425
"2019-05-13-09",129.29475,28.253,47.54475,29.50075
"2019-05-13-10",267.5365,47.358,72.7005,96.85925
"2019-05-13-11",89.5355,40.70525,65.874,111.68125
"2019-05-13-12",72.42975,53.4235,77.3225,110.69925
"2019-05-13-13",57.47425,64.35625,129.47225,116.196
"2019-05-13-14",42.94825,50.1925,129.84125,115.14425
"2019-05-13-15",33.3025,34.505,198.8975,100.27925
"2019-05-13-16",37.6515,38.02675,340.72325,97.848
"2019-05-13-17",17.07975,20.93775,214.084,56.88525
"2019-05-13-18",21.94375,26.1025,280.175,53.43725
"2019-05-13-19",25.301,106.63375,311.5665,30.7735
"2019-05-13-20",6.247,15.08725,20.4925,0.9795
"2019-05-13-21",0,0,0,0
"2019-05-13-22",0,0,0,0
"2019-05-13-23",0,0,0,0
"2019-05-14-00",0,0,0,0
"2019-05-14-01",0,0,0,0
"2019-05-14-02",0,0,0,0
"2019-05-14-03",0,0,0,0
"2019-05-14-04",0,0,0,0
"2019-05-14-05",0,0,0,0
"2019-05-14-06",0.047,0,0,0
"2019-05-14-07",138.55025,0.47025,0,0
"2019-05-14-08",232.23825,12.47025,3.537,1.30325
"2019-05-14-09",116.71175,20.40175,6.74975,6.36525
"2019-05-14-10",257.79125,27.52325,19.71175,32.79125
"2019-05-14-11",61.52175,35.309,32.50625,58.14675
"2019-05-14-12",54.15825,41.765,49.525,79.8905
"2019-05-14-13",49.8265,45.5175,55.97925,71.572
"2019-05-14-14",41.60975,49.221,67.28925,69.71425
"2019-05-14-15",37.2225,54.04075,275.1935,67.07025
"2019-05-14-16",35.68575,54.3075,558.22475,94.09575
"2019-05-14-17",34.282,53.186,571.79275,72.334
"2019-05-14-18",16.38525,32.4965,407.24925,43.79425
"2019-05-14-19",9.451,114.137,315.22525,9.729
"2019-05-14-20",4.72825,15.33225,20.6905,0.48675
"2019-05-14-21",0,0,0,0
"2019-05-14-22",0,0,0,0
"2019-05-14-23",0,0,0,0
"2019-05-15-00",0,0,0,0
"2019-05-15-01",0,0,0,0
"2019-05-15-02",0,0,0,0
"2019-05-15-03",0,0,0,0
"2019-05-15-04",0,0,0,0
"2019-05-15-05",0,0,0,0
"2019-05-15-06",0,0,0,0
"2019-05-15-07",150.24875,0.49375,0,0.047
"2019-05-15-08",253.98875,13.61875,3.66075,0.98525
"2019-05-15-09",113.873,21.3065,6.24175,3.7505
"2019-05-15-10",336.89425,27.217,15.15925,26.265
"2019-05-15-11",56.837,36.8605,32.19175,50.33875
"2019-05-15-12",55.5705,41.09125,42.94825,62.634
"2019-05-15-13",47.29625,53.898,62.55525,70.11175
"2019-05-15-14",44.3825,60.3675,89.42975,76.97325
"2019-05-15-15",37.90225,62.79225,302.34875,101.8725
"2019-05-15-16",21.39325,41.36975,463.4125,58.0635
"2019-05-15-17",15.89425,31.6625,355.5835,47.3675
"2019-05-15-18",17.275,30.0025,386.86725,38.317
"2019-05-15-19",15.8945,110.316,315.49475,19.6625
"2019-05-15-20",6.68275,19.935,23.521,0.362
"2019-05-15-21",0,0,0,0
"2019-05-15-22",0,0,0,0
"2019-05-15-23",0,0,0,0
"2019-05-16-00",0,0,0,0
"2019-05-16-01",0,0,0,0
"2019-05-16-02",0,0,0,0
"2019-05-16-03",0,0,0,0
"2019-05-16-04",0,0,0,0
"2019-05-16-05",0,0,0,0
"2019-05-16-06",0,0,0,0
"2019-05-16-07",137.341,0.4725,0.047,0.3405
"2019-05-16-08",244.5085,13.035,3.801,1.47075
"2019-05-16-09",119.59375,21.07025,6.895,4.47075
"2019-05-16-10",339.09875,28.0335,20.1995,29.95375
"2019-05-16-11",56.242,35.29025,32.95125,51.2175
"2019-05-16-12",58.80125,42.80825,46.73825,71.391
"2019-05-16-13",48.0685,46.69875,57.9025,72.5665
"2019-05-16-14",39.667,51.25875,77.646,76.79275
"2019-05-16-15",35.57825,52.5215,285.347,72.70375
"2019-05-16-16",32.60275,51.3715,673.7855,66.522
"2019-05-16-17",27.6195,43.415,506.75525,54.31375
"2019-05-16-18",29.75225,42.38925,321.74925,53.34225
"2019-05-16-19",16.165,67.95825,202.1315,20.2365
"2019-05-16-20",1.99375,1.21325,8.60375,0.36675
"2019-05-16-21",0.7935,0,0,0
