"Time","Mur_Temp_toit_1.mean","Mur_Temp_toit_2.mean","Mur_Temp_toit_3.mean"
"2023-11-19-22",13.69,17.75,19.8483333333333
"2023-11-19-23",13.1991666666667,17.5491666666667,19.7966666666667
"2023-11-20-00",12.7891666666667,17.3766666666667,19.76
"2023-11-20-01",12.4391666666667,17.1941666666667,19.6975
"2023-11-20-02",12.1391666666667,17.045,19.6333333333333
"2023-11-20-03",12.1658333333333,16.9816666666667,19.5633333333333
"2023-11-20-04",12.2708333333333,16.9741666666667,19.5433333333333
"2023-11-20-05",12.4441666666667,16.975,19.5016666666667
"2023-11-20-06",12.4791666666667,16.9733333333333,19.4591666666667
"2023-11-20-07",12.405,16.9283333333333,19.4208333333333
"2023-11-20-08",12.5525,16.9516666666667,19.3991666666667
"2023-11-20-09",12.78,17.0116666666667,19.4016666666667
"2023-11-20-10",13.1716666666667,17.1141666666667,19.4
"2023-11-20-11",13.535,17.2458333333333,19.4333333333333
"2023-11-20-12",13.945,17.3991666666667,19.4691666666667
"2023-11-20-13",14.5625,17.6191666666667,19.5108333333333
"2023-11-20-14",15.1291666666667,17.8725,19.56
"2023-11-20-15",15.3016666666667,17.9708333333333,19.615
"2023-11-20-16",15.28,18.0375,19.6891666666667
"2023-11-20-17",15.0108333333333,17.9883333333333,19.69
"2023-11-20-18",14.7366666666667,17.9166666666667,19.6925
"2023-11-20-19",14.47,17.8491666666667,19.7091666666667
"2023-11-20-20",14.205,17.75,19.69
"2023-11-20-21",14.0141666666667,17.6716666666667,19.6633333333333
"2023-11-20-22",13.89,17.6133333333333,19.645
"2023-11-20-23",13.7841666666667,17.5733333333333,19.6341666666667
"2023-11-21-00",13.4891666666667,17.4525,19.625
"2023-11-21-01",13.27,17.3575,19.5783333333333
"2023-11-21-02",13.1558333333333,17.31,19.5483333333333
"2023-11-21-03",13.02,17.2358333333333,19.5158333333333
"2023-11-21-04",12.5608333333333,17.0575,19.48
"2023-11-21-05",12.3166666666667,16.9508333333333,19.4391666666667
"2023-11-21-06",12.375,16.9258333333333,19.4058333333333
"2023-11-21-07",12.4275,16.915,19.3858333333333
"2023-11-21-08",12.48,16.9066666666667,19.3741666666667
"2023-11-21-09",12.7975,16.9925,19.3666666666667
"2023-11-21-10",13.1083333333333,17.095,19.4466666666667
"2023-11-21-11",13.3858333333333,17.2366666666667,19.575
"2023-11-21-12",13.7125,17.4391666666667,19.7191666666667
"2023-11-21-13",14.0391666666667,17.6341666666667,19.8816666666667
"2023-11-21-14",14.3175,17.8375,20.0616666666667
"2023-11-21-15",14.415,17.99,20.2141666666667
"2023-11-21-16",14.4691666666667,18.1191666666667,20.3908333333333
"2023-11-21-17",14.3733333333333,18.1991666666667,20.5141666666667
"2023-11-21-18",14.3066666666667,18.2808333333333,20.6433333333333
"2023-11-21-19",14.3291666666667,18.3633333333333,20.7641666666667
"2023-11-21-20",14.4558333333333,18.4683333333333,20.8641666666667
"2023-11-21-21",14.4816666666667,18.5708333333333,21.0083333333333
"2023-11-21-22",14.51,18.6483333333333,21.1041666666667
"2023-11-21-23",14.4808333333333,18.7225,21.22
"2023-11-22-00",14.49,18.7791666666667,21.3116666666667
"2023-11-22-01",14.5041666666667,18.85,21.4075
"2023-11-22-02",14.3716666666667,18.8783333333333,21.4633333333333
"2023-11-22-03",14.3175,18.9058333333333,21.5491666666667
"2023-11-22-04",14.3125,18.955,21.6191666666667
"2023-11-22-05",14.3408333333333,19.005,21.6958333333333
"2023-11-22-06",14.3858333333333,19.0441666666667,21.7375
"2023-11-22-07",14.4125,19.1041666666667,21.805
"2023-11-22-08",14.47,19.1483333333333,21.8258333333333
"2023-11-22-09",14.5908333333333,19.2183333333333,21.9191666666667
"2023-11-22-10",14.8975,19.3458333333333,21.96
"2023-11-22-11",15.1833333333333,19.48,22.015
"2023-11-22-12",15.5683333333333,19.6483333333333,22.0875
"2023-11-22-13",15.85,19.7975,22.1466666666667
"2023-11-22-14",16.185,19.9541666666667,22.1975
"2023-11-22-15",16.3291666666667,20.0533333333333,22.2591666666667
"2023-11-22-16",16.1691666666667,20.0516666666667,22.2791666666667
"2023-11-22-17",15.7591666666667,19.9541666666667,22.2908333333333
"2023-11-22-18",15.3108333333333,19.8258333333333,22.285
"2023-11-22-19",14.7566666666667,19.6558333333333,22.2825
"2023-11-22-20",14.25,19.4625,22.2525
"2023-11-22-21",13.9225,19.3241666666667,22.2208333333333
"2023-11-22-22",13.7375,19.2308333333333,22.1941666666667
"2023-11-22-23",13.6258333333333,19.1566666666667,22.1533333333333
"2023-11-23-00",13.5233333333333,19.0916666666667,22.1333333333333
"2023-11-23-01",13.34,19.0041666666667,22.09
"2023-11-23-02",13.1133333333333,18.9016666666667,22.06
"2023-11-23-03",12.8708333333333,18.7983333333333,22.0158333333333
"2023-11-23-04",12.6658333333333,18.69,21.9741666666667
"2023-11-23-05",12.4,18.5783333333333,21.925
"2023-11-23-06",12.1408333333333,18.4891666666667,21.89
"2023-11-23-07",11.955,18.3808333333333,21.8666666666667
"2023-11-23-08",11.7875,18.3233333333333,21.8266666666667
"2023-11-23-09",11.6758333333333,18.2391666666667,21.83
"2023-11-23-10",11.6283333333333,18.2008333333333,21.8058333333333
"2023-11-23-11",11.7066666666667,18.2333333333333,21.8058333333333
"2023-11-23-12",11.9108333333333,18.2558333333333,21.7758333333333
"2023-11-23-13",12.2,18.3325,21.7433333333333
"2023-11-23-14",12.7366666666667,18.4683333333333,21.7025
"2023-11-23-15",13.0733333333333,18.585,21.6825
"2023-11-23-16",12.7933333333333,18.5083333333333,21.6891666666667
"2023-11-23-17",12.3041666666667,18.355,21.6375
"2023-11-23-18",11.955,18.205,21.5016666666667
"2023-11-23-19",11.74,18.0491666666667,21.3633333333333
"2023-11-23-20",11.5558333333333,17.8933333333333,21.2008333333333
"2023-11-23-21",11.3425,17.7208333333333,21.0316666666667
"2023-11-23-22",11.3066666666667,17.5766666666667,20.8708333333333
"2023-11-23-23",11.2491666666667,17.4591666666667,20.7358333333333
"2023-11-24-00",11.1366666666667,17.3433333333333,20.6091666666667
"2023-11-24-01",11.1475,17.23,20.4808333333333
"2023-11-24-02",11.1283333333333,17.15,20.3816666666667
"2023-11-24-03",11.1125,17.0858333333333,20.2733333333333
"2023-11-24-04",11.0191666666667,16.975,20.1908333333333
"2023-11-24-05",10.8391666666667,16.8533333333333,20.1091666666667
"2023-11-24-06",10.7175,16.7525,20.035
"2023-11-24-07",10.4225,16.6133333333333,19.9533333333333
"2023-11-24-08",10.2683333333333,16.5158333333333,19.905
"2023-11-24-09",10.2533333333333,16.4533333333333,19.8525
"2023-11-24-10",10.5175,16.5175,19.8358333333333
"2023-11-24-11",11.0366666666667,16.6691666666667,19.8291666666667
"2023-11-24-12",11.52,16.8025,19.8233333333333
"2023-11-24-13",12.245,17.0391666666667,19.8583333333333
"2023-11-24-14",12.7816666666667,17.2516666666667,19.8875
"2023-11-24-15",13.1941666666667,17.4316666666667,19.9041666666667
"2023-11-24-16",13.4466666666667,17.5225,19.885
"2023-11-24-17",13.27,17.493,19.87
"2023-11-24-18",NA,NA,NA
"2023-11-24-19",NA,NA,NA
"2023-11-24-20",NA,NA,NA
"2023-11-24-21",NA,NA,NA
"2023-11-24-22",NA,NA,NA
"2023-11-24-23",NA,NA,NA
"2023-11-25-00",NA,NA,NA
"2023-11-25-01",NA,NA,NA
"2023-11-25-02",NA,NA,NA
"2023-11-25-03",NA,NA,NA
"2023-11-25-04",NA,NA,NA
"2023-11-25-05",NA,NA,NA
"2023-11-25-06",NA,NA,NA
"2023-11-25-07",NA,NA,NA
"2023-11-25-08",NA,NA,NA
"2023-11-25-09",NA,NA,NA
"2023-11-25-10",NA,NA,NA
"2023-11-25-11",NA,NA,NA
"2023-11-25-12",NA,NA,NA
"2023-11-25-13",NA,NA,NA
"2023-11-25-14",12.5175,16.8925,19.4125
"2023-11-25-15",12.3575,16.8791666666667,19.4133333333333
"2023-11-25-16",12.2241666666667,16.85,19.4183333333333
"2023-11-25-17",11.7541666666667,16.72,19.375
"2023-11-25-18",11.2175,16.505,19.2833333333333
"2023-11-25-19",10.7675,16.2966666666667,19.2358333333333
"2023-11-25-20",10.48,16.1591666666667,19.2025
"2023-11-25-21",10.0416666666667,15.9808333333333,19.1433333333333
"2023-11-25-22",9.49916666666667,15.7533333333333,19.085
"2023-11-25-23",8.9975,15.5441666666667,19.0241666666667
"2023-11-26-00",8.54833333333333,15.3333333333333,18.9633333333333
"2023-11-26-01",8.23333333333333,15.1733333333333,18.9141666666667
"2023-11-26-02",7.9675,15.0433333333333,18.8616666666667
"2023-11-26-03",7.77833333333333,14.9408333333333,18.8275
"2023-11-26-04",7.6175,14.8408333333333,18.8083333333333
"2023-11-26-05",7.45,14.7741666666667,18.7833333333333
"2023-11-26-06",7.31833333333333,14.7091666666667,18.7575
"2023-11-26-07",7.16166666666667,14.6375,18.75
"2023-11-26-08",7.09583333333333,14.6,18.7233333333333
"2023-11-26-09",7.35666666666667,14.6533333333333,18.7466666666667
"2023-11-26-10",8.02916666666667,14.8575,18.7875
"2023-11-26-11",9.23833333333333,15.245,18.8658333333333
"2023-11-26-12",10.4675,15.72,18.9908333333333
"2023-11-26-13",11.52,16.175,19.1241666666667
"2023-11-26-14",12.1791666666667,16.5108333333333,19.245
"2023-11-26-15",12.2583333333333,16.6533333333333,19.3125
"2023-11-26-16",12.0175,16.6658333333333,19.3058333333333
"2023-11-26-17",11.3716666666667,16.485,19.2608333333333
"2023-11-26-18",10.7175,16.2516666666667,19.2075
"2023-11-26-19",10.0641666666667,16.0075,19.1658333333333
"2023-11-26-20",9.47916666666667,15.7766666666667,19.1258333333333
"2023-11-26-21",8.98333333333333,15.5683333333333,19.0608333333333
"2023-11-26-22",8.6325,15.3991666666667,19.0041666666667
"2023-11-26-23",8.39833333333333,15.2733333333333,18.9691666666667
"2023-11-27-00",8.35083333333333,15.2016666666667,18.925
"2023-11-27-01",8.39,15.1708333333333,18.9058333333333
"2023-11-27-02",8.38916666666667,15.1591666666667,18.8775
"2023-11-27-03",8.37916666666667,15.1283333333333,18.86
"2023-11-27-04",8.34,15.1108333333333,18.8525
"2023-11-27-05",8.3875,15.1166666666667,18.85
"2023-11-27-06",8.46416666666667,15.1358333333333,18.8683333333333
"2023-11-27-07",8.47916666666667,15.1483333333333,18.8691666666667
"2023-11-27-08",8.61083333333333,15.1725,18.8841666666667
"2023-11-27-09",9.00583333333333,15.3158333333333,18.9133333333333
"2023-11-27-10",9.5825,15.5525,18.965
"2023-11-27-11",9.96,15.695,19.005
"2023-11-27-12",10.2333333333333,15.8141666666667,19.0741666666667
"2023-11-27-13",10.4716666666667,15.9525,19.1458333333333
"2023-11-27-14",10.6891666666667,16.095,19.28
"2023-11-27-15",10.7666666666667,16.2066666666667,19.4158333333333
"2023-11-27-16",10.7275,16.2875,19.5341666666667
"2023-11-27-17",10.73,16.3758333333333,19.6616666666667
"2023-11-27-18",10.655,16.4475,19.7933333333333
"2023-11-27-19",10.6733333333333,16.53,19.9108333333333
"2023-11-27-20",10.7625,16.6233333333333,20.0166666666667
"2023-11-27-21",10.8908333333333,16.7391666666667,20.1225
"2023-11-27-22",11.0191666666667,16.8533333333333,20.2316666666667
"2023-11-27-23",11.1283333333333,16.9466666666667,20.3275
"2023-11-28-00",11.215,17.01,20.4016666666667
"2023-11-28-01",11.2333333333333,17.0941666666667,20.4633333333333
"2023-11-28-02",11.19,17.1533333333333,20.5158333333333
"2023-11-28-03",11.2308333333333,17.2033333333333,20.5741666666667
"2023-11-28-04",11.3883333333333,17.295,20.6033333333333
"2023-11-28-05",11.3925,17.3108333333333,20.6558333333333
"2023-11-28-06",11.5175,17.3641666666667,20.6791666666667
"2023-11-28-07",12.07,17.5683333333333,20.73
"2023-11-28-08",12.2983333333333,17.6783333333333,20.7616666666667
"2023-11-28-09",12.2933333333333,17.7075,20.8
"2023-11-28-10",12.445,17.785,20.865
"2023-11-28-11",13.0766666666667,18.0233333333333,20.9133333333333
"2023-11-28-12",13.0841666666667,18.0791666666667,20.9475
"2023-11-28-13",12.9891666666667,18.075,20.95
"2023-11-28-14",13.0625,18.1133333333333,20.975
"2023-11-28-15",12.7925,18.06,20.9666666666667
"2023-11-28-16",12.6416666666667,18.0141666666667,20.9466666666667
"2023-11-28-17",12.4925,17.9475,20.9516666666667
"2023-11-28-18",12.2783333333333,17.8675,20.9183333333333
"2023-11-28-19",12.0475,17.7733333333333,20.8925
"2023-11-28-20",11.8533333333333,17.7125,20.8483333333333
"2023-11-28-21",11.5625,17.545,20.8008333333333
"2023-11-28-22",11.3575,17.4641666666667,20.75
"2023-11-28-23",11.1133333333333,17.35,20.7325
"2023-11-29-00",10.8808333333333,17.2583333333333,20.68
"2023-11-29-01",10.7808333333333,17.1533333333333,20.6333333333333
"2023-11-29-02",10.7275,17.12,20.6191666666667
"2023-11-29-03",10.6883333333333,17.0783333333333,20.5775
"2023-11-29-04",10.6091666666667,17.03,20.5416666666667
"2023-11-29-05",10.5616666666667,17.0058333333333,20.5225
"2023-11-29-06",10.5491666666667,16.9558333333333,20.5058333333333
"2023-11-29-07",10.5308333333333,16.9341666666667,20.475
"2023-11-29-08",10.5475,16.9408333333333,20.4575
"2023-11-29-09",10.6333333333333,16.9458333333333,20.4491666666667
"2023-11-29-10",10.7775,16.9758333333333,20.4425
"2023-11-29-11",11.2363636363636,17.13,20.4681818181818
"2023-11-29-12",11.8883333333333,17.3675,20.5266666666667
"2023-11-29-13",12.355,17.5491666666667,20.6208333333333
"2023-11-29-14",12.8075,17.7516666666667,20.6716666666667
"2023-11-29-15",12.8816666666667,17.8566666666667,20.7575
"2023-11-29-16",12.635,17.8425,20.7616666666667
"2023-11-29-17",12.2158333333333,17.7308333333333,20.7458333333333
"2023-11-29-18",11.8466666666667,17.5791666666667,20.6933333333333
"2023-11-29-19",11.7091666666667,17.5216666666667,20.6508333333333
"2023-11-29-20",11.5558333333333,17.425,20.6108333333333
"2023-11-29-21",11.5716666666667,17.39,20.5516666666667
"2023-11-29-22",11.4475,17.3175,20.5008333333333
"2023-11-29-23",11.3125,17.2358333333333,20.4525
"2023-11-30-00",11.2333333333333,17.175,20.4133333333333
"2023-11-30-01",10.9758333333333,17.0608333333333,20.3566666666667
"2023-11-30-02",10.6841666666667,16.9308333333333,20.3208333333333
"2023-11-30-03",10.5041666666667,16.8258333333333,20.2708333333333
"2023-11-30-04",10.355,16.7775,20.2283333333333
"2023-11-30-05",10.36,16.7275,20.2116666666667
"2023-11-30-06",10.5308333333333,16.7766666666667,20.205
"2023-11-30-07",10.6816666666667,16.8158333333333,20.2008333333333
"2023-11-30-08",10.8866666666667,16.8591666666667,20.1875
"2023-11-30-09",11.1741666666667,16.9675,20.2075
"2023-11-30-10",11.4408333333333,17.0658333333333,20.2408333333333
"2023-11-30-11",11.7625,17.1683333333333,20.33
"2023-11-30-12",11.9408333333333,17.2891666666667,20.4225
"2023-11-30-13",12.3791666666667,17.4958333333333,20.5458333333333
"2023-11-30-14",12.7341666666667,17.7058333333333,20.6616666666667
"2023-11-30-15",12.9758333333333,17.8825,20.7983333333333
"2023-11-30-16",13.1058333333333,18.0175,20.9266666666667
"2023-11-30-17",13.135,18.1166666666667,21.025
"2023-11-30-18",13.2541666666667,18.1891666666667,21.0408333333333
"2023-11-30-19",13.3075,18.2258333333333,20.9525
"2023-11-30-20",13.4008333333333,18.2216666666667,20.8941666666667
"2023-11-30-21",13.4733333333333,18.2258333333333,20.8325
"2023-11-30-22",13.5175,18.1708333333333,20.7325
"2023-11-30-23",13.5125,18.1525,20.6841666666667
"2023-12-01-00",13.4566666666667,18.1075,20.6116666666667
"2023-12-01-01",13.4775,18.0641666666667,20.5583333333333
"2023-12-01-02",13.435,18.0191666666667,20.4958333333333
"2023-12-01-03",13.405,17.9691666666667,20.465
"2023-12-01-04",13.3933333333333,17.9425,20.4216666666667
"2023-12-01-05",13.34,17.895,20.3716666666667
"2023-12-01-06",13.2966666666667,17.8516666666667,20.3391666666667
"2023-12-01-07",13.3333333333333,17.8275,20.2866666666667
"2023-12-01-08",13.4166666666667,17.8333333333333,20.26
"2023-12-01-09",13.3691666666667,17.7925,20.2266666666667
"2023-12-01-10",13.3583333333333,17.7675,20.1983333333333
"2023-12-01-11",13.3233333333333,17.7366666666667,20.1725
"2023-12-01-12",13.2,17.6925,20.1533333333333
"2023-12-01-13",12.9783333333333,17.6041666666667,20.1058333333333
"2023-12-01-14",12.7783333333333,17.5058333333333,20.08
"2023-12-01-15",12.6708333333333,17.4616666666667,20.0458333333333
"2023-12-01-16",12.3675,17.3433333333333,20.0283333333333
"2023-12-01-17",12.0166666666667,17.1966666666667,19.9591666666667
"2023-12-01-18",11.6533333333333,17.04,19.925
"2023-12-01-19",11.11,16.8141666666667,19.865
"2023-12-01-20",10.5516666666667,16.6275,19.81
"2023-12-01-21",9.92916666666667,16.3633333333333,19.7241666666667
"2023-12-01-22",9.56666666666667,16.1625,19.6691666666667
"2023-12-01-23",9.26333333333333,16.0341666666667,19.6058333333333
"2023-12-02-00",9.09083333333333,15.9208333333333,19.5408333333333
"2023-12-02-01",8.95583333333333,15.7866666666667,19.4808333333333
"2023-12-02-02",8.80416666666667,15.6916666666667,19.4275
"2023-12-02-03",8.8075,15.655,19.3875
"2023-12-02-04",8.80666666666667,15.6225,19.3675
"2023-12-02-05",8.84833333333333,15.6033333333333,19.3358333333333
"2023-12-02-06",8.84083333333333,15.6016666666667,19.3116666666667
"2023-12-02-07",8.81833333333333,15.5808333333333,19.2975
"2023-12-02-08",8.8825,15.5741666666667,19.2775
"2023-12-02-09",9.19416666666667,15.66,19.2758333333333
"2023-12-02-10",9.57916666666667,15.7725,19.295
"2023-12-02-11",10.0325,15.9383333333333,19.3158333333333
"2023-12-02-12",10.3925,16.06,19.3591666666667
"2023-12-02-13",10.7116666666667,16.2183333333333,19.3825
"2023-12-02-14",10.6316666666667,16.235,19.3975
"2023-12-02-15",10.35,16.1875,19.3983333333333
"2023-12-02-16",10.145,16.1183333333333,19.4033333333333
"2023-12-02-17",9.95166666666667,16.0608333333333,19.4
"2023-12-02-18",9.71083333333333,15.9816666666667,19.3983333333333
"2023-12-02-19",9.53083333333333,15.9025,19.3925
"2023-12-02-20",9.43833333333333,15.8625,19.3825
"2023-12-02-21",9.2975,15.82,19.3675
"2023-12-02-22",8.97083333333333,15.6908333333333,19.3475
"2023-12-02-23",8.77666666666667,15.615,19.3291666666667
"2023-12-03-00",8.54333333333333,15.5141666666667,19.3025
"2023-12-03-01",8.46416666666667,15.4775,19.2925
"2023-12-03-02",8.31166666666667,15.3983333333333,19.27
"2023-12-03-03",8.3,15.3683333333333,19.26
"2023-12-03-04",8.31916666666667,15.3658333333333,19.2475
"2023-12-03-05",8.34333333333333,15.3766666666667,19.2408333333333
"2023-12-03-06",8.385,15.37,19.2508333333333
"2023-12-03-07",8.405,15.3683333333333,19.2308333333333
"2023-12-03-08",8.39583333333333,15.3566666666667,19.2275
"2023-12-03-09",8.3125,15.3316666666667,19.22
"2023-12-03-10",8.31583333333333,15.33,19.21
"2023-12-03-11",9.01416666666667,15.5458333333333,19.2366666666667
"2023-12-03-12",10.1108333333333,15.8975,19.3275
"2023-12-03-13",10.5766666666667,16.1225,19.3408333333333
"2023-12-03-14",10.8216666666667,16.2625,19.4025
"2023-12-03-15",10.6108333333333,16.25,19.4108333333333
"2023-12-03-16",10.26,16.1908333333333,19.4125
"2023-12-03-17",9.52583333333333,15.9341666666667,19.3633333333333
"2023-12-03-18",8.86583333333333,15.6866666666667,19.2841666666667
"2023-12-03-19",8.34166666666667,15.4841666666667,19.2308333333333
"2023-12-03-20",7.88833333333333,15.2708333333333,19.1683333333333
"2023-12-03-21",7.54166666666667,15.0958333333333,19.125
"2023-12-03-22",7.32833333333333,14.9641666666667,19.0808333333333
"2023-12-03-23",7.09583333333333,14.84,19.0266666666667
"2023-12-04-00",6.945,14.7541666666667,19.0108333333333
"2023-12-04-01",6.8975,14.7108333333333,18.97
"2023-12-04-02",6.9375,14.68,18.955
"2023-12-04-03",7.1175,14.7291666666667,18.9525
"2023-12-04-04",7.20583333333333,14.7433333333333,18.9633333333333
"2023-12-04-05",7.335,14.7975,18.9525
"2023-12-04-06",7.40583333333333,14.8116666666667,18.945
"2023-12-04-07",7.67583333333333,14.905,18.9666666666667
"2023-12-04-08",7.86083333333333,14.9825,18.9958333333333
"2023-12-04-09",8.22166666666667,15.1066666666667,19.0233333333333
"2023-12-04-10",8.57083333333333,15.2591666666667,19.045
"2023-12-04-11",9.06166666666667,15.4383333333333,19.12
"2023-12-04-12",9.48833333333333,15.6275,19.1783333333333
"2023-12-04-13",9.55083333333333,15.6775,19.1925
"2023-12-04-14",9.74166666666667,15.7816666666667,19.2183333333333
"2023-12-04-15",9.86666666666667,15.8666666666667,19.2458333333333
"2023-12-04-16",9.98083333333333,15.9108333333333,19.2941666666667
"2023-12-04-17",9.97333333333333,15.945,19.3233333333333
"2023-12-04-18",10.0716666666667,16.0016666666667,19.3616666666667
"2023-12-04-19",10.0758333333333,16.0575,19.4
"2023-12-04-20",10.1908333333333,16.1291666666667,19.4258333333333
"2023-12-04-21",10.2433333333333,16.1508333333333,19.4458333333333
"2023-12-04-22",10.2916666666667,16.1483333333333,19.485
"2023-12-04-23",10.2816666666667,16.1808333333333,19.4975
"2023-12-05-00",10.3775,16.2541666666667,19.5225
"2023-12-05-01",10.5116666666667,16.2941666666667,19.5508333333333
"2023-12-05-02",10.5241666666667,16.325,19.5608333333333
"2023-12-05-03",10.5941666666667,16.3591666666667,19.5941666666667
"2023-12-05-04",10.6083333333333,16.3858333333333,19.6216666666667
"2023-12-05-05",10.66,16.4183333333333,19.6241666666667
"2023-12-05-06",10.6333333333333,16.3933333333333,19.6416666666667
"2023-12-05-07",10.6791666666667,16.4225,19.64
"2023-12-05-08",10.8025,16.4858333333333,19.655
"2023-12-05-09",10.7666666666667,16.4866666666667,19.7166666666667
"2023-12-05-10",11.1233333333333,16.6583333333333,19.8525
"2023-12-05-11",11.5583333333333,16.8633333333333,20.0025
"2023-12-05-12",11.9808333333333,17.0925,20.1375
"2023-12-05-13",12.5116666666667,17.3516666666667,20.2533333333333
"2023-12-05-14",12.8183333333333,17.5383333333333,20.3583333333333
"2023-12-05-15",12.8716666666667,17.64,20.43
"2023-12-05-16",12.6125,17.6175,20.4783333333333
"2023-12-05-17",12.0575,17.5066666666667,20.5025
"2023-12-05-18",11.76,17.4283333333333,20.5216666666667
"2023-12-05-19",11.6583333333333,17.3958333333333,20.5225
"2023-12-05-20",11.5516666666667,17.3475,20.5308333333333
"2023-12-05-21",11.2541666666667,17.2475,20.525
"2023-12-05-22",10.99,17.1533333333333,20.5066666666667
"2023-12-05-23",10.8308333333333,17.1025,20.5016666666667
"2023-12-06-00",10.6925,17.0258333333333,20.495
"2023-12-06-01",10.4958333333333,16.955,20.4833333333333
"2023-12-06-02",10.2858333333333,16.8683333333333,20.4725
"2023-12-06-03",9.99666666666667,16.7775,20.4491666666667
"2023-12-06-04",9.6175,16.6358333333333,20.4366666666667
"2023-12-06-05",9.21,16.48,20.3975
"2023-12-06-06",8.80166666666667,16.3158333333333,20.3625
"2023-12-06-07",8.52166666666667,16.2075,20.35
"2023-12-06-08",8.42916666666667,16.1283333333333,20.32
"2023-12-06-09",8.62583333333333,16.1391666666667,20.31
"2023-12-06-10",9.09583333333333,16.2683333333333,20.325
"2023-12-06-11",10.2158333333333,16.6458333333333,20.38
"2023-12-06-12",11.3275,17.0591666666667,20.4741666666667
"2023-12-06-13",11.8708333333333,17.29,20.5591666666667
"2023-12-06-14",12.2958333333333,17.5366666666667,20.6408333333333
"2023-12-06-15",12.65,17.7066666666667,20.6991666666667
"2023-12-06-16",12.7066666666667,17.7958333333333,20.7358333333333
"2023-12-06-17",12.32,17.74,20.7541666666667
"2023-12-06-18",12.0325,17.6758333333333,20.7691666666667
"2023-12-06-19",11.7958333333333,17.5933333333333,20.7708333333333
"2023-12-06-20",11.6483333333333,17.535,20.7916666666667
"2023-12-06-21",11.51,17.5,20.7708333333333
"2023-12-06-22",11.3016666666667,17.4283333333333,20.7533333333333
"2023-12-06-23",10.7533333333333,17.2733333333333,20.7375
"2023-12-07-00",10.2125,17.0508333333333,20.6975
"2023-12-07-01",9.795,16.8916666666667,20.6475
"2023-12-07-02",9.3625,16.6891666666667,20.6091666666667
"2023-12-07-03",8.92166666666667,16.4925,20.5541666666667
"2023-12-07-04",8.57666666666667,16.3358333333333,20.4891666666667
"2023-12-07-05",8.17166666666667,16.1491666666667,20.4391666666667
"2023-12-07-06",8.055,16.0583333333333,20.3858333333333
"2023-12-07-07",7.85416666666667,15.9583333333333,20.3416666666667
"2023-12-07-08",7.74333333333333,15.8758333333333,20.3041666666667
"2023-12-07-09",7.79,15.855,20.275
"2023-12-07-10",8.17083333333333,15.945,20.2808333333333
"2023-12-07-11",9.06333333333333,16.2258333333333,20.315
"2023-12-07-12",10.0633333333333,16.5691666666667,20.3958333333333
"2023-12-07-13",10.7525,16.8658333333333,20.46
"2023-12-07-14",11.0225,17.0083333333333,20.5075
"2023-12-07-15",11.1675,17.1283333333333,20.5333333333333
"2023-12-07-16",11.1375,17.1525,20.5925
"2023-12-07-17",11.0675,17.1616666666667,20.615
"2023-12-07-18",10.9975,17.1691666666667,20.6166666666667
"2023-12-07-19",11.0166666666667,17.1825,20.6375
"2023-12-07-20",10.9441666666667,17.2066666666667,20.6658333333333
"2023-12-07-21",10.955,17.2066666666667,20.7008333333333
"2023-12-07-22",10.8858333333333,17.2108333333333,20.6983333333333
"2023-12-07-23",10.8616666666667,17.1975,20.7175
"2023-12-08-00",10.8208333333333,17.1891666666667,20.7325
"2023-12-08-01",10.6558333333333,17.13,20.725
"2023-12-08-02",10.6775,17.1266666666667,20.7291666666667
"2023-12-08-03",10.865,17.2108333333333,20.7558333333333
"2023-12-08-04",10.8408333333333,17.2141666666667,20.7475
"2023-12-08-05",10.6608333333333,17.1783333333333,20.7475
"2023-12-08-06",10.6525,17.1858333333333,20.7683333333333
"2023-12-08-07",10.8016666666667,17.2208333333333,20.7733333333333
"2023-12-08-08",11.1025,17.32,20.8066666666667
"2023-12-08-09",11.4,17.4375,20.8408333333333
"2023-12-08-10",11.6225,17.505,20.86
"2023-12-08-11",11.815,17.6008333333333,20.8875
"2023-12-08-12",11.9008333333333,17.6433333333333,20.9025
"2023-12-08-13",12.14,17.7516666666667,20.9241666666667
"2023-12-08-14",12.2083333333333,17.7908333333333,20.945
"2023-12-08-15",12.3133333333333,17.8516666666667,20.9733333333333
"2023-12-08-16",12.4383333333333,17.9258333333333,20.9783333333333
"2023-12-08-17",12.4241666666667,17.9275,20.9816666666667
"2023-12-08-18",12.4633333333333,17.9508333333333,20.9816666666667
"2023-12-08-19",12.4425,17.9458333333333,20.97
"2023-12-08-20",12.4308333333333,17.9508333333333,20.9625
"2023-12-08-21",12.37,17.9141666666667,20.965
"2023-12-08-22",12.2483333333333,17.8583333333333,20.9591666666667
"2023-12-08-23",12.0458333333333,17.8016666666667,20.92
"2023-12-09-00",11.7258333333333,17.6866666666667,20.9058333333333
"2023-12-09-01",11.7308333333333,17.645,20.8975
"2023-12-09-02",11.6958333333333,17.6291666666667,20.8733333333333
"2023-12-09-03",11.7441666666667,17.6258333333333,20.8708333333333
"2023-12-09-04",11.805,17.6408333333333,20.8333333333333
"2023-12-09-05",11.785,17.6133333333333,20.8375
"2023-12-09-06",11.7625,17.6125,20.8183333333333
"2023-12-09-07",11.7416666666667,17.575,20.8141666666667
"2023-12-09-08",11.745,17.5775,20.8025
"2023-12-09-09",11.85,17.61,20.7883333333333
