"Time","Mur_Temp_sud_1.mean","Mur_Temp_sud_2.mean","Mur_Temp_sud_3.mean"
"2023-10-30-07",20.4491666666667,20.0508333333333,19.5958333333333
"2023-10-30-08",20.4133333333333,19.8983333333333,19.3008333333333
"2023-10-30-09",20.4,19.7675,19.0741666666667
"2023-10-30-10",20.3825,19.6425,18.9125
"2023-10-30-11",20.365,19.5933333333333,18.8675
"2023-10-30-12",20.37,19.5625,18.8525
"2023-10-30-13",20.36,19.5416666666667,18.8083333333333
"2023-10-30-14",20.3675,19.5108333333333,18.7433333333333
"2023-10-30-15",20.38,19.48,18.6558333333333
"2023-10-30-16",20.35,19.4325,18.5791666666667
"2023-10-30-17",20.2841666666667,19.37,18.4858333333333
"2023-10-30-18",20.23,19.2916666666667,18.38
"2023-10-30-19",20.1691666666667,19.22,18.2833333333333
"2023-10-30-20",20.1133333333333,19.12,18.1441666666667
"2023-10-30-21",20.0358333333333,19.02,17.9875
"2023-10-30-22",19.9541666666667,18.88,17.7575
"2023-10-30-23",19.8608333333333,18.7316666666667,17.5566666666667
"2023-10-31-00",19.7433333333333,18.5908333333333,17.3766666666667
"2023-10-31-01",19.6358333333333,18.4408333333333,17.2133333333333
"2023-10-31-02",19.5266666666667,18.3058333333333,17.0608333333333
"2023-10-31-03",19.4208333333333,18.1808333333333,16.9075
"2023-10-31-04",19.3158333333333,18.05,16.7725
"2023-10-31-05",19.215,17.9358333333333,16.6583333333333
"2023-10-31-06",19.1408333333333,17.8375,16.5575
"2023-10-31-07",19.0691666666667,17.7416666666667,16.4508333333333
"2023-10-31-08",18.9825,17.6516666666667,16.3775
"2023-10-31-09",18.93,17.595,16.3466666666667
"2023-10-31-10",18.8583333333333,17.5583333333333,16.3741666666667
"2023-10-31-11",18.83,17.575,16.5266666666667
"2023-10-31-12",18.8425,17.695,16.865
"2023-10-31-13",18.9658333333333,17.93,17.4958333333333
"2023-10-31-14",19.2225,18.5,18.7333333333333
"2023-10-31-15",19.6341666666667,19.1291666666667,19.5133333333333
"2023-10-31-16",19.9933333333333,19.7425,20.3591666666667
"2023-10-31-17",20.3008333333333,20.185,20.5708333333333
"2023-10-31-18",20.5225,20.3191666666667,20.2016666666667
"2023-10-31-19",20.5866666666667,20.195,19.6675
"2023-10-31-20",20.5108333333333,19.9508333333333,19.1508333333333
"2023-10-31-21",20.3458333333333,19.6433333333333,18.6733333333333
"2023-10-31-22",20.1341666666667,19.315,18.2091666666667
"2023-10-31-23",19.8708333333333,18.9766666666667,17.7675
"2023-11-01-00",19.6016666666667,18.6366666666667,17.3441666666667
"2023-11-01-01",19.315,18.2816666666667,16.9183333333333
"2023-11-01-02",19.0141666666667,17.9175,16.5108333333333
"2023-11-01-03",18.7325,17.5766666666667,16.1158333333333
"2023-11-01-04",18.4458333333333,17.25,15.7683333333333
"2023-11-01-05",18.1841666666667,16.935,15.4475
"2023-11-01-06",17.9366666666667,16.6425,15.1525
"2023-11-01-07",17.6983333333333,16.3758333333333,14.8608333333333
"2023-11-01-08",17.4766666666667,16.1175,14.5833333333333
"2023-11-01-09",17.2791666666667,15.8983333333333,14.4283333333333
"2023-11-01-10",17.1325,15.7691666666667,14.415
"2023-11-01-11",17.0341666666667,15.7075,14.5491666666667
"2023-11-01-12",16.9833333333333,15.805,14.9483333333333
"2023-11-01-13",17.0375,15.9416666666667,15.1283333333333
"2023-11-01-14",17.0991666666667,16.0283333333333,15.1966666666667
"2023-11-01-15",17.165,16.1066666666667,15.295
"2023-11-01-16",17.22,16.1633333333333,15.3275
"2023-11-01-17",17.2725,16.2125,15.325
"2023-11-01-18",17.3075,16.2275,15.2741666666667
"2023-11-01-19",17.325,16.2091666666667,15.215
"2023-11-01-20",17.3325,16.2,15.1541666666667
"2023-11-01-21",17.3175,16.15,15.045
"2023-11-01-22",17.2641666666667,16.0825,14.895
"2023-11-01-23",17.225,15.9816666666667,14.765
"2023-11-02-00",17.1691666666667,15.8916666666667,14.6708333333333
"2023-11-02-01",17.1091666666667,15.8258333333333,14.595
"2023-11-02-02",17.04,15.7558333333333,14.5225
"2023-11-02-03",16.9908333333333,15.6975,14.4891666666667
"2023-11-02-04",16.95,15.6716666666667,14.5575
"2023-11-02-05",16.945,15.7441666666667,14.8441666666667
"2023-11-02-06",17,15.9008333333333,15.1808333333333
"2023-11-02-07",17.105,16.105,15.4725
"2023-11-02-08",17.2341666666667,16.2975,15.7433333333333
"2023-11-02-09",17.3791666666667,16.4933333333333,15.9991666666667
"2023-11-02-10",17.5716666666667,16.68,16.0966666666667
"2023-11-02-11",17.7891666666667,16.775,15.9883333333333
"2023-11-02-12",17.9533333333333,16.8233333333333,15.885
"2023-11-02-13",18.0658333333333,16.8391666666667,15.8
"2023-11-02-14",18.1325,16.8575,15.73
"2023-11-02-15",18.2208333333333,16.9433333333333,15.9933333333333
"2023-11-02-16",18.2975,17.1441666666667,16.4508333333333
"2023-11-02-17",18.2716666666667,17.325,16.645
"2023-11-02-18",18.215,17.3275,16.4791666666667
"2023-11-02-19",18.1275,17.2083333333333,16.2091666666667
"2023-11-02-20",18.0125,17.0491666666667,15.9958333333333
"2023-11-02-21",17.8716666666667,16.8791666666667,15.7825
"2023-11-02-22",17.7366666666667,16.7125,15.6208333333333
"2023-11-02-23",17.5983333333333,16.565,15.4775
"2023-11-03-00",17.4783333333333,16.4408333333333,15.3475
"2023-11-03-01",17.3641666666667,16.2991666666667,15.1658333333333
"2023-11-03-02",17.2366666666667,16.1291666666667,14.9108333333333
"2023-11-03-03",17.1083333333333,15.9216666666667,14.6166666666667
"2023-11-03-04",16.9758333333333,15.7308333333333,14.3883333333333
"2023-11-03-05",16.8275,15.5491666666667,14.1858333333333
"2023-11-03-06",16.7033333333333,15.38,14.0058333333333
"2023-11-03-07",16.5666666666667,15.225,13.8291666666667
"2023-11-03-08",16.455,15.075,13.6458333333333
"2023-11-03-09",16.3575,14.9516666666667,13.5666666666667
"2023-11-03-10",16.2933333333333,14.8858333333333,13.5816666666667
"2023-11-03-11",16.3458333333333,15.0408333333333,14.4783333333333
"2023-11-03-12",16.605,15.9608333333333,17.0308333333333
"2023-11-03-13",17.2041666666667,17.3916666666667,19.4583333333333
"2023-11-03-14",18.0433333333333,18.6225,20.6783333333333
"2023-11-03-15",18.8058333333333,19.495,21.0916666666667
"2023-11-03-16",19.3875,19.85,20.6166666666667
"2023-11-03-17",19.7158333333333,19.8591666666667,20.0216666666667
"2023-11-03-18",19.8158333333333,19.7083333333333,19.4591666666667
"2023-11-03-19",19.7575,19.4691666666667,18.9508333333333
"2023-11-03-20",19.635,19.1916666666667,18.495
"2023-11-03-21",19.4508333333333,18.8891666666667,18.0708333333333
"2023-11-03-22",19.25,18.5825,17.6608333333333
"2023-11-03-23",19.0108333333333,18.2683333333333,17.2516666666667
"2023-11-04-00",18.775,17.9533333333333,16.8391666666667
"2023-11-04-01",18.5341666666667,17.6191666666667,16.3791666666667
"2023-11-04-02",18.255,17.2558333333333,15.9458333333333
"2023-11-04-03",18.0116666666667,16.9241666666667,15.5616666666667
"2023-11-04-04",17.7675,16.6175,15.2283333333333
"2023-11-04-05",17.535,16.3533333333333,14.9641666666667
"2023-11-04-06",17.3191666666667,16.0841666666667,14.6491666666667
"2023-11-04-07",17.1066666666667,15.8158333333333,14.3633333333333
"2023-11-04-08",16.9133333333333,15.58,14.1275
"2023-11-04-09",16.7491666666667,15.3891666666667,13.9691666666667
"2023-11-04-10",16.6033333333333,15.2575,13.93
"2023-11-04-11",16.5,15.1675,13.9325
"2023-11-04-12",16.4566666666667,15.1675,14.0933333333333
"2023-11-04-13",16.5,15.3325,14.7183333333333
"2023-11-04-14",16.6233333333333,15.7658333333333,15.5325
"2023-11-04-15",16.8375,16.0533333333333,15.6941666666667
"2023-11-04-16",17.0058333333333,16.2066666666667,15.6216666666667
"2023-11-04-17",17.1066666666667,16.2116666666667,15.4266666666667
"2023-11-04-18",17.15,16.1691666666667,15.2691666666667
"2023-11-04-19",17.13,16.1241666666667,15.1541666666667
"2023-11-04-20",17.1066666666667,16.0483333333333,15.0341666666667
"2023-11-04-21",17.065,15.9675,14.8891666666667
"2023-11-04-22",17,15.8758333333333,14.7625
"2023-11-04-23",16.9391666666667,15.77,14.63
"2023-11-05-00",16.8675,15.6666666666667,14.4733333333333
"2023-11-05-01",16.7808333333333,15.56,14.3416666666667
"2023-11-05-02",16.71,15.46,14.25
"2023-11-05-03",16.645,15.3766666666667,14.1808333333333
"2023-11-05-04",16.5725,15.3025,14.0916666666667
"2023-11-05-05",16.5125,15.2416666666667,14.0133333333333
"2023-11-05-06",16.4625,15.1675,13.9566666666667
"2023-11-05-07",16.4225,15.1291666666667,13.9641666666667
"2023-11-05-08",16.3925,15.1283333333333,14.0391666666667
"2023-11-05-09",16.4,15.1675,14.1725
"2023-11-05-10",16.4325,15.2658333333333,14.3716666666667
"2023-11-05-11",16.4966666666667,15.3908333333333,14.6041666666667
"2023-11-05-12",16.59,15.5441666666667,14.8466666666667
"2023-11-05-13",16.7133333333333,15.7316666666667,15.14
"2023-11-05-14",16.8983333333333,16.0166666666667,15.7141666666667
"2023-11-05-15",17.115,16.43,16.4233333333333
"2023-11-05-16",17.365,16.7741666666667,16.6191666666667
"2023-11-05-17",17.5433333333333,16.9058333333333,16.4508333333333
"2023-11-05-18",17.64,16.8825,16.1783333333333
"2023-11-05-19",17.655,16.8025,15.92
"2023-11-05-20",17.6116666666667,16.6675,15.6866666666667
"2023-11-05-21",17.5316666666667,16.5308333333333,15.4875
"2023-11-05-22",17.4408333333333,16.395,15.3158333333333
"2023-11-05-23",17.3333333333333,16.2541666666667,15.155
"2023-11-06-00",17.2333333333333,16.1433333333333,15.0291666666667
"2023-11-06-01",17.1525,16.0283333333333,14.905
"2023-11-06-02",17.0608333333333,15.9133333333333,14.7808333333333
"2023-11-06-03",16.955,15.8,14.61
"2023-11-06-04",16.8683333333333,15.6575,14.3983333333333
"2023-11-06-05",16.7491666666667,15.5,14.2133333333333
"2023-11-06-06",16.645,15.3608333333333,14.0241666666667
"2023-11-06-07",16.5458333333333,15.23,13.9125
"2023-11-06-08",16.4625,15.1366666666667,13.865
"2023-11-06-09",16.4975,15.1033333333333,13.8641666666667
"2023-11-06-10",16.5233333333333,15.1308333333333,13.9683333333333
"2023-11-06-11",16.6183333333333,15.265,14.425
"2023-11-06-12",16.8225,15.8358333333333,16.0425
"2023-11-06-13",17.23,16.775,17.7108333333333
"2023-11-06-14",17.805,17.6975,18.6658333333333
"2023-11-06-15",18.3783333333333,18.2658333333333,18.8733333333333
"2023-11-06-16",18.7941666666667,18.6283333333333,18.97
"2023-11-06-17",19.0558333333333,18.815,18.7966666666667
"2023-11-06-18",19.1866666666667,18.8133333333333,18.485
"2023-11-06-19",19.205,18.6816666666667,18.0808333333333
"2023-11-06-20",19.1375,18.4791666666667,17.6916666666667
"2023-11-06-21",19.0083333333333,18.2566666666667,17.3208333333333
"2023-11-06-22",18.8466666666667,18.0008333333333,16.9666666666667
"2023-11-06-23",18.6558333333333,17.7483333333333,16.63
"2023-11-07-00",18.455,17.4666666666667,16.2441666666667
"2023-11-07-01",18.25,17.1708333333333,15.8441666666667
"2023-11-07-02",18.0216666666667,16.865,15.475
"2023-11-07-03",17.7958333333333,16.57,15.1183333333333
"2023-11-07-04",17.5733333333333,16.2916666666667,14.8191666666667
"2023-11-07-05",17.3658333333333,16.0383333333333,14.565
"2023-11-07-06",17.1766666666667,15.8216666666667,14.3541666666667
"2023-11-07-07",17.0216666666667,15.6266666666667,14.145
"2023-11-07-08",16.8958333333333,15.4375,13.9075
"2023-11-07-09",16.7966666666667,15.2766666666667,13.75
"2023-11-07-10",16.7075,15.1908333333333,13.8475
"2023-11-07-11",16.72,15.3508333333333,14.5816666666667
"2023-11-07-12",16.87,15.8758333333333,15.7425
"2023-11-07-13",17.2108333333333,16.4708333333333,16.7416666666667
"2023-11-07-14",17.6725,17.3908333333333,18.6875
"2023-11-07-15",18.3975,18.5991666666667,20.2933333333333
"2023-11-07-16",19.085,19.365,20.475
"2023-11-07-17",19.5508333333333,19.7066666666667,20.2075
"2023-11-07-18",19.8116666666667,19.7141666666667,19.6241666666667
"2023-11-07-19",19.88,19.525,18.9616666666667
"2023-11-07-20",19.79,19.2225,18.3358333333333
"2023-11-07-21",19.6,18.8466666666667,17.7491666666667
"2023-11-07-22",19.3625,18.4575,17.1775
"2023-11-07-23",19.0866666666667,18.0541666666667,16.6425
"2023-11-08-00",18.7975,17.6416666666667,16.13
"2023-11-08-01",18.5025,17.2533333333333,15.6566666666667
"2023-11-08-02",18.215,16.8725,15.2058333333333
"2023-11-08-03",17.9366666666667,16.5058333333333,14.7766666666667
"2023-11-08-04",17.675,16.155,14.3741666666667
"2023-11-08-05",17.4266666666667,15.8191666666667,13.9941666666667
"2023-11-08-06",17.1766666666667,15.5183333333333,13.6325
"2023-11-08-07",16.9533333333333,15.2033333333333,13.2983333333333
"2023-11-08-08",16.7258333333333,14.9291666666667,12.9925
"2023-11-08-09",16.5391666666667,14.6925,12.78
"2023-11-08-10",16.3908333333333,14.5175,12.69
"2023-11-08-11",16.3433333333333,14.5875,13.4925
"2023-11-08-12",16.5608333333333,15.4258333333333,16.0108333333333
"2023-11-08-13",17.1383333333333,16.8808333333333,18.7716666666667
"2023-11-08-14",18.05,18.4975,21.1425
"2023-11-08-15",19.1216666666667,20.0516666666667,22.9183333333333
"2023-11-08-16",20.145,21.2841666666667,23.82
"2023-11-08-17",21.0158333333333,21.9533333333333,23.43
"2023-11-08-18",21.4483333333333,21.9966666666667,22.4758333333333
"2023-11-08-19",21.56,21.7,21.4683333333333
"2023-11-08-20",21.4291666666667,21.2483333333333,20.5541666666667
"2023-11-08-21",21.1675,20.7333333333333,19.7116666666667
"2023-11-08-22",20.8266666666667,20.1733333333333,18.9258333333333
"2023-11-08-23",20.4383333333333,19.6166666666667,18.2158333333333
"2023-11-09-00",20.0241666666667,19.0683333333333,17.54
"2023-11-09-01",19.5925,18.5216666666667,16.9191666666667
"2023-11-09-02",19.1741666666667,18.0083333333333,16.3275
"2023-11-09-03",18.7783333333333,17.5183333333333,15.81
"2023-11-09-04",18.3958333333333,17.0816666666667,15.3775
"2023-11-09-05",18.0583333333333,16.6808333333333,14.995
"2023-11-09-06",17.7575,16.3475,14.6991666666667
"2023-11-09-07",17.5,16.0516666666667,14.4283333333333
"2023-11-09-08",17.3058333333333,15.8075,14.2066666666667
"2023-11-09-09",17.1716666666667,15.6241666666667,14.0316666666667
"2023-11-09-10",17.025,15.47,13.9316666666667
"2023-11-09-11",16.9275,15.3608333333333,13.8675
"2023-11-09-12",16.86,15.3008333333333,13.8491666666667
"2023-11-09-13",16.7975,15.245,13.8425
"2023-11-09-14",16.6958333333333,15.2033333333333,13.84
"2023-11-09-15",16.7091666666667,15.185,13.8525
"2023-11-09-16",16.7333333333333,15.1975,13.87
"2023-11-09-17",16.7675,15.2133333333333,13.8875
"2023-11-09-18",16.785,15.235,13.845
"2023-11-09-19",16.8208333333333,15.2166666666667,13.7625
"2023-11-09-20",16.7975,15.165,13.68
"2023-11-09-21",16.7458333333333,15.11,13.63
"2023-11-09-22",16.7058333333333,15.0775,13.61
"2023-11-09-23",16.6525,15.0366666666667,13.5516666666667
"2023-11-10-00",16.6175,14.9858333333333,13.4916666666667
"2023-11-10-01",16.5866666666667,14.9425,13.43
"2023-11-10-02",16.5358333333333,14.9075,13.3991666666667
"2023-11-10-03",16.5225,14.87,13.3833333333333
"2023-11-10-04",16.505,14.8558333333333,13.39
"2023-11-10-05",16.4925,14.8466666666667,13.3933333333333
"2023-11-10-06",16.49,14.8466666666667,13.4058333333333
"2023-11-10-07",16.485,14.8533333333333,13.4391666666667
"2023-11-10-08",16.49,14.8775,13.4841666666667
"2023-11-10-09",16.51,14.9066666666667,13.5408333333333
"2023-11-10-10",16.5483333333333,14.9791666666667,13.7108333333333
"2023-11-10-11",16.6208333333333,15.1433333333333,14.1775
"2023-11-10-12",16.7908333333333,15.6241666666667,15.5041666666667
"2023-11-10-13",17.1125,16.4541666666667,16.9625
"2023-11-10-14",17.5991666666667,17.1533333333333,17.6883333333333
"2023-11-10-15",18.0833333333333,17.8191666666667,18.4741666666667
"2023-11-10-16",18.5133333333333,18.28,18.5691666666667
"2023-11-10-17",18.8058333333333,18.435,18.2458333333333
"2023-11-10-18",18.9375,18.3783333333333,17.8041666666667
"2023-11-10-19",18.945,18.2183333333333,17.3733333333333
"2023-11-10-20",18.8641666666667,18.0125,17
"2023-11-10-21",18.7725,17.79,16.6758333333333
"2023-11-10-22",18.6383333333333,17.5816666666667,16.4041666666667
"2023-11-10-23",18.49,17.3733333333333,16.145
"2023-11-11-00",18.3333333333333,17.1775,15.9175
"2023-11-11-01",18.1741666666667,16.9866666666667,15.7116666666667
"2023-11-11-02",18.0366666666667,16.8208333333333,15.5433333333333
"2023-11-11-03",17.9025,16.6491666666667,15.3491666666667
"2023-11-11-04",17.7883333333333,16.5041666666667,15.18
"2023-11-11-05",17.675,16.36,15.01
"2023-11-11-06",17.5733333333333,16.2116666666667,14.8016666666667
"2023-11-11-07",17.465,16.0441666666667,14.5566666666667
"2023-11-11-08",17.3441666666667,15.8533333333333,14.2841666666667
"2023-11-11-09",17.2116666666667,15.6633333333333,14.0916666666667
"2023-11-11-10",17.1141666666667,15.5591666666667,14.1133333333333
"2023-11-11-11",17.1466666666667,15.6658333333333,14.7633333333333
"2023-11-11-12",17.3341666666667,16.4441666666667,17.1241666666667
"2023-11-11-13",17.88,17.8208333333333,19.785
"2023-11-11-14",18.7683333333333,19.2916666666667,21.7258333333333
"2023-11-11-15",19.75,20.615,23.185
"2023-11-11-16",20.6275,21.6575,23.8075
"2023-11-11-17",21.2858333333333,22.1016666666667,23.2625
"2023-11-11-18",21.6383333333333,22.0541666666667,22.3475
"2023-11-11-19",21.6908333333333,21.7391666666667,21.4258333333333
"2023-11-11-20",21.5425,21.3025,20.5766666666667
"2023-11-11-21",21.2866666666667,20.7983333333333,19.7825
"2023-11-11-22",20.9583333333333,20.2925,19.0966666666667
"2023-11-11-23",20.5875,19.7808333333333,18.4966666666667
"2023-11-12-00",20.2183333333333,19.3225,17.9866666666667
"2023-11-12-01",19.8583333333333,18.89,17.5266666666667
"2023-11-12-02",19.5316666666667,18.4966666666667,17.1091666666667
"2023-11-12-03",19.225,18.1333333333333,16.7391666666667
"2023-11-12-04",18.9358333333333,17.7991666666667,16.3916666666667
"2023-11-12-05",18.6733333333333,17.4908333333333,16.0958333333333
"2023-11-12-06",18.4433333333333,17.2158333333333,15.8266666666667
"2023-11-12-07",18.2233333333333,16.9716666666667,15.58
"2023-11-12-08",18.0325,16.7525,15.3383333333333
"2023-11-12-09",17.8625,16.5441666666667,15.1466666666667
"2023-11-12-10",17.7233333333333,16.3875,15.0175
"2023-11-12-11",17.625,16.2991666666667,15.1241666666667
"2023-11-12-12",17.5875,16.3225,15.2591666666667
"2023-11-12-13",17.6091666666667,16.4266666666667,15.6391666666667
"2023-11-12-14",17.7591666666667,16.7525,16.5075
"2023-11-12-15",17.9883333333333,17.2783333333333,17.3291666666667
"2023-11-12-16",18.2508333333333,17.6225,17.4041666666667
"2023-11-12-17",18.45,17.73,17.2141666666667
"2023-11-12-18",18.5433333333333,17.7133333333333,16.9716666666667
"2023-11-12-19",18.5625,17.6425,16.745
"2023-11-12-20",18.5375,17.535,16.5491666666667
"2023-11-12-21",18.4666666666667,17.4258333333333,16.39
"2023-11-12-22",18.3891666666667,17.3108333333333,16.2308333333333
"2023-11-12-23",18.3008333333333,17.2025,16.1
"2023-11-13-00",18.21,17.0808333333333,15.9841666666667
"2023-11-13-01",18.125,16.9858333333333,15.8591666666667
"2023-11-13-02",18.0458333333333,16.8825,15.755
"2023-11-13-03",17.9683333333333,16.7908333333333,15.655
"2023-11-13-04",17.9033333333333,16.7041666666667,15.5633333333333
"2023-11-13-05",17.8466666666667,16.63,15.4966666666667
"2023-11-13-06",17.7791666666667,16.5716666666667,15.4275
"2023-11-13-07",17.7333333333333,16.5125,15.3658333333333
"2023-11-13-08",17.7291666666667,16.4566666666667,15.2683333333333
"2023-11-13-09",17.885,16.46,15.2375
"2023-11-13-10",17.9975,16.5291666666667,15.3525
"2023-11-13-11",18.02,16.6483333333333,15.6408333333333
"2023-11-13-12",18.0716666666667,16.7983333333333,15.8666666666667
"2023-11-13-13",18.145,16.9333333333333,16.0283333333333
"2023-11-13-14",18.2466666666667,17.1016666666667,16.4216666666667
"2023-11-13-15",18.4,17.3475,16.7408333333333
"2023-11-13-16",18.5725,17.5183333333333,16.795
"2023-11-13-17",18.61,17.5925,16.7775
"2023-11-13-18",18.62,17.595,16.7266666666667
"2023-11-13-19",18.6133333333333,17.595,16.6808333333333
"2023-11-13-20",18.6166666666667,17.56,16.6333333333333
"2023-11-13-21",18.5983333333333,17.5433333333333,16.5825
"2023-11-13-22",18.5725,17.515,16.5358333333333
"2023-11-13-23",18.5475,17.475,16.4975
"2023-11-14-00",18.5258333333333,17.4525,16.4725
"2023-11-14-01",18.5108333333333,17.4175,16.4275
"2023-11-14-02",18.4775,17.3883333333333,16.4025
"2023-11-14-03",18.4725,17.3708333333333,16.385
"2023-11-14-04",18.4408333333333,17.345,16.3766666666667
"2023-11-14-05",18.43,17.3375,16.3658333333333
"2023-11-14-06",18.4308333333333,17.3225,16.3466666666667
"2023-11-14-07",18.4125,17.3,16.3466666666667
"2023-11-14-08",18.4075,17.3175,16.35
"2023-11-14-09",18.4533333333333,17.33,16.395
"2023-11-14-10",18.4533333333333,17.3616666666667,16.515
"2023-11-14-11",18.4625,17.4466666666667,16.6875
"2023-11-14-12",18.5375,17.5891666666667,17.0083333333333
"2023-11-14-13",18.6508333333333,17.8266666666667,17.4825
"2023-11-14-14",18.935,18.2941666666667,18.6158333333333
"2023-11-14-15",19.3008333333333,19.0083333333333,19.8083333333333
"2023-11-14-16",19.7375,19.6041666666667,20.125
"2023-11-14-17",20.0475,19.8708333333333,20.0416666666667
"2023-11-14-18",20.2375,19.9633333333333,19.8433333333333
"2023-11-14-19",20.3416666666667,19.9666666666667,19.655
"2023-11-14-20",20.365,19.8958333333333,19.4475
"2023-11-14-21",20.3408333333333,19.8,19.2375
"2023-11-14-22",20.2775,19.6791666666667,19.02
"2023-11-14-23",20.1816666666667,19.5216666666667,18.7916666666667
"2023-11-15-00",20.0675,19.3733333333333,18.5858333333333
"2023-11-15-01",19.9475,19.2116666666667,18.3925
"2023-11-15-02",19.8266666666667,19.0483333333333,18.1841666666667
"2023-11-15-03",19.6916666666667,18.8908333333333,17.965
"2023-11-15-04",19.5483333333333,18.6925,17.6641666666667
"2023-11-15-05",19.3975,18.4458333333333,17.3175
"2023-11-15-06",19.2216666666667,18.2175,17.02
"2023-11-15-07",19.0533333333333,17.9958333333333,16.8225
"2023-11-15-08",18.9041666666667,17.8183333333333,16.6458333333333
"2023-11-15-09",18.8216666666667,17.69,16.5283333333333
"2023-11-15-10",18.7525,17.5975,16.5466666666667
"2023-11-15-11",18.7691666666667,17.6991666666667,17.1358333333333
"2023-11-15-12",18.98,18.375,19.185
"2023-11-15-13",19.3983333333333,19.6383333333333,21.7225
"2023-11-15-14",20.3858333333333,21.1016666666667,23.8191666666667
"2023-11-15-15",21.3716666666667,22.4933333333333,25.3933333333333
"2023-11-15-16",22.3083333333333,23.6008333333333,26.1525
"2023-11-15-17",22.995,24.125,25.6533333333333
"2023-11-15-18",23.3441666666667,24.0683333333333,24.6108333333333
"2023-11-15-19",23.405,23.7183333333333,23.5775
"2023-11-15-20",23.2408333333333,23.22,22.6208333333333
"2023-11-15-21",22.9283333333333,22.6541666666667,21.7191666666667
"2023-11-15-22",22.5383333333333,22.0533333333333,20.9
"2023-11-15-23",22.1075,21.4583333333333,20.15
"2023-11-16-00",21.6566666666667,20.8658333333333,19.43
"2023-11-16-01",21.2033333333333,20.2916666666667,18.7958333333333
"2023-11-16-02",20.7741666666667,19.7733333333333,18.2791666666667
"2023-11-16-03",20.3533333333333,19.3025,17.81
"2023-11-16-04",19.96,18.8533333333333,17.3325
"2023-11-16-05",19.6,18.4308333333333,16.8766666666667
"2023-11-16-06",19.2566666666667,18.015,16.4316666666667
"2023-11-16-07",18.9433333333333,17.6525,16.0841666666667
"2023-11-16-08",18.6808333333333,17.3516666666667,15.8191666666667
"2023-11-16-09",18.5341666666667,17.11,15.6033333333333
"2023-11-16-10",18.3941666666667,16.9391666666667,15.4491666666667
"2023-11-16-11",18.325,16.825,15.3958333333333
"2023-11-16-12",18.2808333333333,16.775,15.3766666666667
"2023-11-16-13",18.2225,16.7391666666667,15.4341666666667
"2023-11-16-14",18.2883333333333,16.8825,15.9608333333333
"2023-11-16-15",18.5291666666667,17.3566666666667,17.2425
"2023-11-16-16",18.82,18.1866666666667,18.7325
"2023-11-16-17",19.0925,18.7691666666667,19.045
"2023-11-16-18",19.3291666666667,18.9425,18.7416666666667
"2023-11-16-19",19.4166666666667,18.8841666666667,18.3466666666667
"2023-11-16-20",19.3933333333333,18.7275,17.9841666666667
"2023-11-16-21",19.305,18.5358333333333,17.6408333333333
"2023-11-16-22",19.165,18.34,17.3858333333333
"2023-11-16-23",19.0133333333333,18.135,17.1508333333333
"2023-11-17-00",18.8683333333333,17.9591666666667,16.93
"2023-11-17-01",18.73,17.7958333333333,16.805
"2023-11-17-02",18.6091666666667,17.6633333333333,16.6708333333333
"2023-11-17-03",18.485,17.5291666666667,16.535
"2023-11-17-04",18.3775,17.3991666666667,16.3866666666667
"2023-11-17-05",18.2725,17.2758333333333,16.2458333333333
"2023-11-17-06",18.1666666666667,17.1483333333333,16.0891666666667
"2023-11-17-07",18.0741666666667,17.0141666666667,15.9091666666667
"2023-11-17-08",17.9641666666667,16.8766666666667,15.7341666666667
"2023-11-17-09",17.8816666666667,16.77,15.675
"2023-11-17-10",17.8191666666667,16.71,15.7408333333333
"2023-11-17-11",17.85,16.8125,16.2291666666667
"2023-11-17-12",17.9791666666667,17.2166666666667,17.1675
"2023-11-17-13",18.2408333333333,17.7058333333333,17.9425
"2023-11-17-14",18.6083333333333,18.3191666666667,19.0316666666667
"2023-11-17-15",19.07,19.1125,20.3091666666667
"2023-11-17-16",19.5825,19.8358333333333,20.9016666666667
"2023-11-17-17",19.9933333333333,20.1441666666667,20.4941666666667
"2023-11-17-18",20.1925,20.0558333333333,19.8158333333333
"2023-11-17-19",20.19,19.8041666666667,19.13
"2023-11-17-20",20.0533333333333,19.4308333333333,18.4716666666667
"2023-11-17-21",19.8241666666667,19.045,17.8633333333333
"2023-11-17-22",19.535,18.625,17.3033333333333
"2023-11-17-23",19.2275,18.2041666666667,16.7691666666667
"2023-11-18-00",18.9016666666667,17.7816666666667,16.2775
"2023-11-18-01",18.5791666666667,17.3741666666667,15.8141666666667
"2023-11-18-02",18.27,16.9791666666667,15.36
"2023-11-18-03",17.9733333333333,16.6033333333333,14.925
"2023-11-18-04",17.675,16.2375,14.505
"2023-11-18-05",17.4058333333333,15.8891666666667,14.0983333333333
"2023-11-18-06",17.1483333333333,15.5683333333333,13.7375
"2023-11-18-07",16.9125,15.245,13.3883333333333
"2023-11-18-08",16.6933333333333,14.9675,13.0708333333333
"2023-11-18-09",16.5091666666667,14.7216666666667,12.8775
"2023-11-18-10",16.3791666666667,14.5966666666667,12.9116666666667
"2023-11-18-11",16.32,14.6116666666667,13.2583333333333
"2023-11-18-12",16.3633333333333,14.8783333333333,13.9725
"2023-11-18-13",16.5016666666667,15.1491666666667,14.25
"2023-11-18-14",16.6633333333333,15.3025,14.3233333333333
"2023-11-18-15",16.8708333333333,15.5741666666667,15.0341666666667
"2023-11-18-16",17.0983333333333,16.1891666666667,16.255
